"ï..internet","netdome","abortion","buyamer","condoms1","deathpen","goodeduc","gun","marijuan","moreinc","politics","pollut","sexmarr","liberal","age","educ","emplmerg","income","sex","citysize"
"320",2,2,5,4,5,5,2,2,2,5,4,5,5,4,23,4,4,1,2,1
"321",1,2,3,4,3,4,2,3,4,4,4,3,2,4,24,4,1,7,2,1
"322",2,1,4,2,4,5,2,3,4,6,6,3,1,3,34,3,4,8,2,2
"323",1,3,4,4,2,5,3,2,1,5,2,4,2,3,26,5,1,6,1,2
"324",1,1,4,5,1,6,6,3,1,1,6,1,1,2,65,4,1,4,2,4
"325",1,4,1,3,4,5,2,1,5,4,3,4,5,3,22,3,1,4,2,3
"326",2,1,1,4,4,4,2,1,1,5,5,4,4,4,27,6,1,8,1,4
"327",1,5,1,4,1,2,3,3,4,5,6,5,1,2,27,3,4,2,2,1
"328",1,6,5,6,1,6,1,1,1,1,1,3,1,2,53,3,2,10,2,4
"329",1,5,2,5,3,3,3,1,4,6,1,3,2,3,28,3,1,8,1,3
"330",1,1,1,4,1,6,2,1,6,5,2,6,1,NA,27,4,1,NA,1,2
"331",1,5,4,6,4,1,4,3,2,5,3,3,4,3,51,3,4,11,2,4
"332",2,1,6,1,6,4,2,1,5,4,1,5,6,4,27,5,4,6,1,2
"333",1,4,1,4,3,3,5,1,1,4,4,2,1,3,28,4,4,11,2,2
"334",1,3,1,5,6,3,4,1,3,6,4,6,2,3,19,3,1,11,1,4
"335",1,6,1,4,1,3,4,1,1,2,2,2,1,NA,34,3,1,NA,1,3
"336",2,1,6,6,4,1,1,1,1,1,4,3,3,4,71,6,3,8,2,3
"337",1,1,5,3,2,6,5,1,1,6,5,1,1,2,23,5,1,10,1,1
"338",1,4,1,6,4,4,6,1,1,4,1,4,1,3,31,4,1,3,2,1
"339",1,3,1,5,1,4,1,1,1,4,2,3,4,2,32,6,1,14,2,2
"340",2,1,6,1,2,6,1,1,4,6,2,5,1,2,33,6,1,15,1,3
"341",2,5,1,1,2,6,1,3,4,6,1,4,3,3,27,5,4,7,1,3
"342",1,4,2,5,3,4,4,4,6,5,4,4,3,2,29,4,1,5,1,1
"343",1,4,1,6,3,3,1,2,2,3,5,4,1,2,44,4,4,1,1,1
"344",1,4,1,6,4,1,1,1,1,5,4,5,6,3,26,2,1,7,1,4
"345",1,6,1,6,6,1,4,1,1,3,2,6,5,2,25,4,1,2,1,1
"346",1,4,1,4,1,4,3,3,1,5,2,4,1,3,33,4,1,5,2,2
"347",1,2,2,4,2,1,1,1,1,3,1,5,1,2,35,5,1,15,1,3
"348",1,2,NA,3,3,5,1,1,1,5,4,2,2,4,30,5,4,8,2,3
"349",1,6,2,6,1,6,2,1,1,3,NA,2,1,NA,65,2,3,NA,2,3
"350",1,1,3,4,4,5,3,1,2,5,2,4,5,3,34,3,1,3,2,3
"351",2,1,4,3,3,3,3,1,2,5,2,3,4,3,32,5,1,14,1,3
"352",1,1,6,3,6,3,2,1,2,3,1,4,3,2,67,1,3,2,2,4
"353",1,2,4,5,5,5,4,1,3,5,1,4,3,2,34,3,1,7,2,2
"354",1,1,1,6,6,6,6,1,1,6,3,6,1,3,31,2,4,1,2,4
"355",2,1,1,5,1,5,3,2,1,4,1,3,2,3,28,3,4,13,2,3
"356",2,2,1,3,1,6,3,6,2,4,5,1,1,2,34,6,1,11,1,1
"357",1,5,1,NA,NA,6,4,3,5,5,3,NA,1,3,30,3,1,7,1,3
"358",1,3,1,3,1,3,6,1,1,2,3,3,1,2,72,4,1,1,2,1
"359",2,3,1,4,2,1,3,1,1,4,1,2,1,3,31,3,1,7,2,1
"360",1,2,4,5,4,3,6,3,4,3,2,4,3,3,34,3,1,10,1,4
"361",1,6,1,4,1,1,4,3,1,4,5,4,1,2,76,6,1,10,2,4
"362",1,1,6,5,3,6,2,3,6,5,2,4,5,3,30,4,1,9,1,3
"363",1,6,6,5,5,6,3,1,4,2,1,2,6,2,32,3,1,6,2,1
"364",1,2,1,6,3,3,2,1,1,4,3,3,1,2,29,4,4,8,2,1
"365",2,2,2,4,2,2,4,5,4,4,4,2,1,2,33,4,1,9,1,4
"366",1,6,1,4,6,6,6,3,4,6,6,4,6,2,24,4,2,3,1,3
"367",1,4,1,5,3,5,4,5,1,5,1,2,1,3,33,4,1,12,1,1
"368",1,2,6,5,5,6,4,6,6,6,5,6,2,3,28,2,1,3,1,3
"369",1,3,4,4,5,5,6,2,3,6,4,3,1,2,28,3,1,11,1,3
"370",2,1,6,1,6,1,1,1,6,6,5,6,6,5,23,5,1,7,1,2
"371",2,1,6,5,6,6,3,4,5,4,4,5,5,3,23,5,1,13,1,3
"372",2,3,6,6,5,5,4,1,2,5,2,3,6,2,50,4,4,3,2,2
"373",1,1,4,1,5,3,4,1,1,6,2,6,6,3,34,4,1,7,2,4
"374",1,4,1,6,5,4,5,2,1,5,1,3,1,3,28,3,1,2,2,1
"375",2,1,1,4,1,6,3,1,1,6,5,5,1,2,30,6,1,5,1,3
"376",1,6,1,2,5,4,5,1,1,5,2,3,3,3,26,3,1,9,1,1
"377",1,4,4,6,6,5,5,3,6,6,1,6,1,2,21,2,1,2,1,2
"378",1,2,3,2,6,2,4,3,5,5,3,3,4,2,20,1,1,5,1,2
"379",1,1,1,5,1,1,3,3,1,5,1,3,1,2,34,6,1,5,1,1
"380",1,1,1,4,5,1,3,2,2,6,2,5,1,2,28,5,1,2,1,3
"381",1,1,1,4,6,4,5,4,6,6,4,1,1,4,26,2,1,4,1,3
"382",2,1,5,2,5,1,3,1,6,4,5,6,6,NA,32,6,1,NA,1,4
"383",1,1,4,6,1,4,1,1,1,6,2,4,2,3,27,5,4,11,2,3
"384",1,6,3,6,3,5,3,3,4,5,5,4,2,2,32,3,1,10,1,4
"385",1,1,4,6,2,2,2,1,4,4,1,4,1,3,29,5,1,6,2,4
"386",1,4,4,6,6,6,1,1,3,6,1,6,4,3,27,3,2,5,2,3
"387",2,1,1,6,4,5,4,6,1,5,1,3,1,3,27,6,1,10,1,1
"388",1,4,2,4,1,4,1,1,1,4,2,4,1,1,50,5,1,13,2,2
"389",1,2,1,6,4,5,2,1,1,6,1,1,1,3,24,4,1,4,2,2
"390",2,1,6,5,4,5,1,1,4,6,6,3,2,3,67,6,3,12,1,4
"391",1,1,1,6,1,6,5,3,2,6,1,1,1,3,24,4,1,10,2,2
"392",1,6,1,NA,NA,3,4,1,1,1,6,NA,1,1,80,5,1,4,1,1
"393",1,3,1,5,2,1,4,1,2,3,2,4,1,2,74,4,3,5,2,3
"394",1,1,6,6,3,6,2,4,1,4,2,1,1,2,60,4,2,2,1,4
"395",1,5,6,6,2,3,3,3,1,4,4,4,1,2,76,3,3,2,2,4
"396",1,NA,5,6,1,5,3,1,2,1,3,3,1,2,70,3,3,5,2,3
"397",1,4,NA,5,5,5,2,1,NA,4,2,3,NA,3,43,5,1,4,1,4
"398",2,1,6,6,1,6,5,5,1,3,4,4,1,2,62,3,1,1,1,1
"399",1,4,5,6,4,5,4,2,4,4,4,5,2,3,54,3,3,11,1,4
"400",1,4,1,6,1,4,4,2,1,2,4,5,1,3,60,3,1,6,2,4
"401",1,2,6,5,5,6,3,1,1,5,1,5,5,3,56,6,1,12,1,4
"402",1,5,1,6,2,5,5,1,1,3,4,3,5,3,43,3,1,NA,2,3
"403",1,6,1,5,1,6,5,6,1,4,1,1,1,1,72,3,3,6,1,3
"404",1,4,5,5,5,6,4,3,1,5,2,5,3,1,73,3,3,6,1,4
"405",1,3,5,4,5,1,5,4,1,4,4,5,1,3,55,6,1,8,2,2
"406",1,2,5,4,5,5,2,1,3,3,2,2,5,2,40,5,4,NA,2,1
"407",1,1,6,4,2,6,6,3,6,3,4,5,1,3,58,6,1,13,1,3
"408",1,6,4,6,3,6,3,2,2,5,4,2,1,1,42,3,1,7,1,4
"409",1,6,1,6,1,6,3,1,1,4,2,6,1,1,85,2,4,1,2,3
"410",2,1,6,5,5,6,5,4,1,4,5,4,1,1,51,4,1,15,1,4
"411",2,1,3,5,4,6,5,5,3,4,3,5,4,2,44,4,1,11,2,4
"412",1,6,6,2,1,6,5,1,6,2,5,6,5,2,67,5,3,10,1,4
"413",2,2,4,5,6,2,2,1,2,2,2,5,5,3,50,4,1,8,2,4
"414",1,4,5,6,6,1,5,4,5,5,4,6,1,3,50,3,4,9,2,4
"415",1,6,5,6,5,6,4,1,1,1,4,5,6,5,43,4,1,3,1,2
"416",1,6,1,6,6,1,5,1,6,4,2,6,2,2,42,2,4,NA,2,3
"417",NA,6,3,2,5,2,3,2,4,4,3,5,4,3,54,3,4,13,2,3
"418",2,1,6,4,4,1,3,1,3,3,2,4,6,4,48,4,1,15,2,2
"419",1,6,6,6,6,4,5,2,3,2,3,6,1,3,49,6,1,5,1,2
"420",1,1,1,6,1,6,6,6,1,6,1,6,1,1,60,1,4,1,2,3
"421",1,1,6,6,6,6,2,2,1,4,4,4,2,NA,43,3,1,NA,1,1
"422",2,5,6,5,6,6,2,1,6,6,1,6,6,2,72,6,3,15,2,4
"423",1,6,3,3,1,4,3,3,1,3,1,3,1,2,38,4,2,10,2,3
"424",1,1,4,6,4,3,3,3,5,4,5,3,3,3,45,3,1,8,1,1
"425",1,5,5,6,4,6,3,1,4,4,2,3,1,3,55,3,1,5,1,2
"426",1,6,1,5,2,5,5,1,1,5,1,6,1,NA,71,4,3,10,1,4
"427",1,6,4,1,1,6,5,4,1,4,4,4,1,1,42,3,1,4,2,2
"428",2,1,4,5,4,5,3,2,4,6,4,4,6,3,28,4,1,7,2,3
"429",NA,1,4,1,3,6,6,1,6,4,1,1,1,3,23,4,1,2,2,1
"430",1,3,1,5,1,6,3,1,2,1,1,5,2,NA,49,4,2,10,2,3
"431",1,2,4,5,4,3,4,5,1,4,3,3,1,2,51,3,4,1,2,3
"432",1,1,1,5,3,5,2,6,3,3,2,2,1,2,51,3,1,11,1,1
"433",1,6,2,6,3,6,2,3,1,3,3,5,1,3,61,3,1,15,2,2
"434",2,5,5,6,5,6,4,6,1,2,1,3,3,3,50,3,1,4,1,2
"435",2,1,6,4,1,4,1,1,1,6,3,5,3,1,45,6,1,15,1,3
"436",1,6,1,1,2,5,5,6,2,3,4,4,1,1,59,3,1,10,1,1
"437",1,NA,4,3,1,2,2,1,1,6,4,5,1,2,54,5,1,15,1,4
"438",2,1,2,4,5,4,2,5,1,2,5,2,4,NA,71,4,2,NA,1,3
"439",1,5,5,5,5,5,2,1,5,2,5,5,2,3,64,3,4,6,2,3
"440",1,1,6,6,6,3,4,1,6,1,2,4,4,2,51,3,2,1,2,4
"441",1,6,6,6,1,6,3,6,5,2,3,6,1,1,69,3,3,NA,1,3
"442",1,3,1,1,1,3,5,1,1,5,1,4,6,5,32,4,1,2,1,2
"443",1,2,5,5,2,6,2,2,3,3,3,4,1,2,74,4,4,10,2,4
"444",1,4,6,5,4,5,6,3,6,3,2,5,NA,2,55,4,1,12,2,3
"445",1,6,1,6,4,5,5,1,4,5,5,5,1,3,57,3,1,5,1,1
"446",1,5,3,4,4,1,3,1,4,3,3,4,2,1,35,4,4,2,2,3
"447",1,2,5,5,4,5,2,4,1,4,2,5,1,2,63,6,3,9,2,2
"448",1,4,6,6,6,6,1,1,1,1,1,6,1,3,70,6,1,11,1,4
"449",1,5,1,4,1,6,3,2,1,2,3,2,1,1,74,3,3,10,1,4
"450",1,6,4,5,1,5,5,4,1,1,1,4,1,1,54,3,4,5,2,3
"451",1,2,3,2,4,2,4,2,5,4,2,3,1,2,47,2,4,10,2,2
"452",2,2,4,5,1,3,4,1,1,5,2,4,1,3,59,3,1,NA,2,4
"453",1,6,4,6,5,3,2,3,1,4,3,6,2,2,80,3,4,7,2,3
"454",1,4,5,4,5,1,3,1,1,3,4,3,4,3,52,5,1,6,2,3
"455",1,3,5,6,3,6,3,4,1,4,1,3,1,4,48,3,2,9,2,3
"456",1,1,5,4,4,6,1,1,1,4,1,5,1,2,46,6,1,10,2,3
"457",2,1,6,6,4,6,2,1,1,6,2,4,1,3,51,3,1,13,1,4
"458",2,1,4,2,4,5,5,1,5,5,3,5,6,NA,30,5,2,NA,1,3
"459",1,6,2,2,4,2,2,1,2,3,4,3,3,3,57,3,1,7,1,4
"460",2,2,NA,4,5,NA,2,1,NA,5,3,NA,NA,4,50,4,1,14,1,3
"461",2,1,6,3,5,6,4,1,6,1,3,4,1,2,65,4,2,NA,2,4
"462",1,4,6,3,3,6,3,3,4,6,4,6,4,3,35,3,1,4,2,1
"463",1,3,1,6,1,4,1,1,1,1,2,5,5,3,44,3,4,13,2,3
"464",1,3,1,5,2,6,5,4,1,2,3,5,1,2,65,3,3,2,1,4
"465",1,2,6,6,5,2,1,1,3,3,1,4,4,4,72,5,3,5,2,1
"466",2,5,5,5,1,6,1,1,1,6,1,3,5,3,35,4,1,9,2,3
"467",1,5,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,44,4,1,1,2,4
"468",2,2,5,3,5,1,3,2,1,6,3,4,3,1,27,3,4,5,1,3
"469",1,6,6,1,6,6,6,5,6,1,3,1,6,2,25,3,4,1,2,1
"470",1,6,5,5,2,5,3,2,1,1,5,5,1,3,83,5,3,2,2,3
"471",1,6,4,4,2,4,5,2,1,2,4,4,1,2,55,4,1,7,2,3
"472",1,6,4,2,6,6,5,2,1,1,2,1,1,2,48,4,1,9,1,1
"473",2,1,6,6,2,2,1,1,1,6,4,6,5,4,20,4,2,3,2,2
"474",1,1,5,6,6,6,1,1,6,4,3,6,5,4,51,3,1,11,2,4
"475",1,5,6,2,5,4,5,4,6,4,2,2,5,3,38,3,1,8,1,3
"476",1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,62,5,4,15,2,3
"477",1,1,4,6,6,6,6,4,1,6,6,6,1,2,38,4,4,6,1,1
"478",2,1,6,3,4,5,4,3,4,5,5,4,3,2,49,4,1,10,2,1
"479",1,6,6,2,5,6,5,4,5,6,1,2,5,3,34,4,1,12,2,2
"480",2,1,6,6,6,5,3,1,6,4,3,4,6,3,46,4,1,10,2,3
"481",1,2,5,6,3,5,1,1,1,6,2,3,4,2,55,6,1,15,1,4
"482",1,4,6,3,6,1,2,1,3,4,4,4,6,3,63,3,3,3,2,4
"483",1,3,5,5,3,5,2,5,1,5,5,6,3,2,48,3,1,5,2,1
"484",1,4,1,5,1,5,4,1,1,4,1,4,1,2,44,4,4,12,2,4
"485",2,1,5,4,4,1,2,2,4,6,2,2,3,3,52,5,1,14,1,3
"486",1,6,6,6,1,6,1,4,1,3,4,6,1,2,68,5,3,8,2,3
"487",2,1,6,6,6,4,4,3,5,6,3,5,5,5,44,4,1,14,2,4
"488",1,6,1,4,6,5,3,1,6,4,4,6,6,1,32,3,2,1,1,1
"489",2,1,3,4,4,3,3,6,1,6,1,1,3,2,59,4,1,6,1,1
"490",1,3,6,6,6,2,2,1,4,3,1,4,1,3,57,5,1,15,2,4
"491",1,5,5,5,1,5,3,2,2,5,2,5,1,3,60,NA,1,10,1,2
"492",1,5,6,5,4,5,5,4,3,6,2,3,3,1,37,3,4,5,2,4
"493",1,4,1,5,2,4,3,4,3,4,3,3,1,3,39,3,1,7,1,1
"494",1,5,1,3,1,6,1,1,1,4,4,2,1,2,81,4,4,7,2,4
"495",1,3,1,6,4,1,3,1,5,3,5,4,6,4,43,4,2,2,2,4
"496",1,4,1,4,1,6,2,4,1,3,4,2,1,2,63,4,4,NA,1,4
"497",1,6,1,6,6,1,6,1,1,4,1,6,1,1,65,4,4,1,2,3
"498",2,1,1,5,2,6,2,3,6,4,4,5,1,2,35,5,1,12,1,3
"499",1,5,5,5,3,6,3,1,4,2,4,4,1,2,62,4,1,3,1,2
"500",1,5,4,6,2,4,3,5,2,2,2,2,3,3,57,3,2,8,2,2
"501",1,4,5,4,1,5,2,1,2,4,4,6,1,3,63,5,3,14,2,3
"502",1,3,3,6,3,6,6,6,6,6,6,6,6,1,41,4,1,1,2,3
"503",1,2,5,4,4,4,3,1,4,5,5,4,2,3,39,4,2,8,2,4
"504",1,1,6,5,2,5,3,1,4,2,1,2,1,2,48,4,1,10,2,3
"505",1,6,6,6,5,6,4,1,6,1,4,6,4,3,39,3,1,7,1,4
"506",2,1,6,3,6,2,NA,1,NA,2,1,5,6,5,44,6,1,8,2,2
"507",1,6,3,6,NA,4,4,1,1,1,4,1,1,1,80,5,3,6,1,4
"508",1,6,6,6,1,6,3,3,1,1,1,5,1,5,68,2,3,7,1,3
"509",1,6,5,6,1,6,3,5,1,1,1,1,1,3,64,3,1,6,2,1
"510",1,6,6,6,2,6,4,1,6,4,1,3,3,2,56,3,1,7,2,2
"511",1,1,5,5,3,3,4,6,1,4,1,4,1,2,63,3,4,4,2,4
"512",2,1,6,5,6,5,1,1,5,1,4,6,6,2,62,6,3,12,2,2
"513",1,4,1,5,1,6,4,4,1,4,3,2,1,2,53,4,4,2,1,1
"514",1,4,1,6,1,6,1,4,1,5,4,5,3,1,53,3,4,11,2,4
"515",2,1,6,5,6,6,4,5,5,6,5,5,4,3,31,6,1,9,1,1
"516",1,2,5,5,1,4,2,1,2,5,4,5,1,2,39,3,1,15,2,2
"517",1,6,4,5,4,4,3,3,3,4,4,4,4,3,52,2,1,13,2,2
"518",1,5,3,3,1,6,4,1,1,4,2,6,1,3,66,3,4,5,1,2
"519",1,1,4,6,4,6,6,6,1,1,1,1,1,2,41,4,1,9,2,3
"520",1,4,5,1,NA,4,5,1,3,5,3,4,4,3,48,4,4,6,2,4
"521",1,6,6,6,1,6,6,1,1,6,1,6,4,3,46,5,1,4,1,3
"522",2,2,4,5,5,4,1,3,4,4,5,3,2,2,56,6,1,11,2,1
"523",2,2,1,4,1,6,1,3,1,3,5,5,1,1,74,5,3,7,2,4
"524",1,3,4,6,6,3,5,4,6,6,3,3,4,3,34,3,1,6,1,2
"525",1,1,4,3,2,3,4,1,1,6,4,2,4,2,36,4,2,11,2,4
"526",1,4,3,5,4,5,5,2,4,4,4,3,5,1,45,5,1,8,1,4
"527",1,6,1,6,6,4,3,1,1,1,4,5,1,3,66,3,3,3,2,1
"528",1,2,6,2,3,5,5,1,5,2,4,5,4,4,73,4,3,7,1,4
"529",2,1,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,4,73,6,1,15,1,2
"530",2,1,6,5,6,5,1,2,1,4,2,6,6,3,58,6,1,13,1,3
"531",1,4,4,3,5,4,2,1,3,5,2,3,3,4,44,5,1,12,2,4
"532",1,6,1,6,5,6,4,1,1,2,1,1,1,3,54,3,1,7,1,1
"533",1,6,5,5,1,5,2,1,3,4,4,5,1,3,51,4,1,11,2,3
"534",1,2,4,5,6,5,2,1,1,4,4,5,4,3,53,4,1,8,2,2
"535",1,6,1,4,2,4,6,1,1,2,4,4,1,1,67,2,3,3,2,2
"536",1,6,1,6,1,6,6,6,1,6,1,6,1,1,76,3,3,2,2,1
"537",1,5,4,5,1,1,6,6,1,4,1,6,1,3,44,3,1,1,2,3
"538",1,2,6,5,NA,6,6,1,5,5,3,5,2,2,40,5,1,13,1,4
"539",1,2,3,6,6,6,6,1,6,6,1,6,6,4,33,2,1,7,1,3
"540",1,2,1,5,6,6,6,3,1,5,4,1,1,1,34,5,1,12,2,4
"541",2,1,6,4,6,6,3,6,6,3,3,2,1,5,43,4,1,10,1,1
"542",1,6,3,3,3,3,3,3,3,2,2,3,3,1,37,6,1,5,2,1
"543",1,5,1,6,1,2,3,1,1,6,1,1,1,NA,49,4,4,11,2,3
"544",1,5,6,5,6,1,1,1,6,1,6,6,4,5,72,6,2,4,2,2
"545",1,6,5,6,6,6,6,3,1,1,5,4,4,3,60,3,3,2,2,1
"546",1,6,1,6,1,6,6,1,1,1,4,6,1,2,68,3,2,3,1,4
"547",1,1,1,4,5,6,2,6,4,4,2,4,1,3,23,4,1,2,1,1
"548",1,1,4,3,5,6,6,3,3,6,3,6,4,4,22,5,1,6,1,4
"549",2,1,1,4,3,2,4,1,1,3,2,4,1,3,58,3,1,6,2,2
"550",2,1,1,2,1,2,3,1,1,6,3,4,1,2,43,5,1,13,1,2
"551",1,4,6,6,5,1,2,2,5,4,2,4,4,3,48,3,1,7,2,3
"552",NA,6,6,6,1,6,6,5,1,1,1,5,1,1,82,3,1,1,2,4
"553",1,5,6,2,2,5,1,1,3,4,3,2,6,3,41,6,1,13,2,4
"554",1,2,5,4,4,4,3,1,4,3,2,4,3,4,34,3,1,6,2,2
"555",1,1,2,5,1,6,5,2,1,6,4,3,1,2,36,5,1,15,2,4
"556",1,2,1,5,1,6,4,6,1,4,2,1,1,2,35,4,1,5,1,1
"557",1,5,1,4,2,2,5,1,1,5,1,3,1,2,40,4,1,5,1,3
"558",1,6,6,5,5,6,5,4,6,5,5,4,4,3,43,3,1,6,2,4
"559",1,6,4,6,5,6,3,4,1,6,5,3,1,3,54,3,1,14,1,1
"560",2,1,4,2,2,4,3,1,4,5,3,5,5,4,43,6,1,6,2,3
"561",1,6,1,6,1,4,6,3,1,6,1,4,1,2,44,3,1,3,2,1
"562",1,1,6,5,5,5,5,1,5,3,2,4,6,3,42,3,2,7,2,4
"563",2,1,1,4,1,5,3,2,1,5,4,3,1,2,35,3,2,10,2,3
"564",2,1,6,4,6,1,1,1,6,6,6,4,6,5,53,6,1,15,2,4
"565",1,5,4,6,5,4,2,2,6,4,3,3,3,3,42,4,1,10,2,2
"566",1,5,1,4,3,6,3,3,4,2,3,3,3,3,66,4,3,2,2,1
"567",1,6,6,6,3,1,6,6,6,3,6,3,1,1,39,3,4,11,2,3
"568",1,5,5,5,4,5,3,6,4,4,4,2,1,2,50,4,1,5,1,4
"569",1,6,4,5,4,3,3,4,4,3,2,4,4,3,49,2,4,1,2,1
"570",1,5,6,3,4,4,1,1,1,4,1,4,1,3,43,4,2,11,2,4
"571",1,5,4,6,4,4,5,4,3,3,4,5,2,3,68,2,3,1,2,1
"572",2,1,6,4,5,6,3,1,4,4,4,2,4,2,66,4,3,13,2,3
"573",2,1,4,6,4,5,5,2,1,3,2,2,1,3,41,5,1,9,1,2
"574",1,6,1,4,1,4,6,1,1,2,3,5,1,2,66,4,3,6,2,3
"575",2,1,4,6,1,6,6,1,1,6,1,6,1,1,41,6,1,15,2,3
"576",2,1,4,2,5,3,2,2,3,4,3,3,5,1,37,6,1,13,1,3
"577",1,2,4,6,5,4,3,1,1,4,3,4,4,3,69,3,4,8,2,4
"578",1,1,4,4,3,6,1,1,1,4,5,1,1,2,79,5,3,7,2,3
"579",2,1,5,3,1,6,5,1,1,1,6,3,1,2,45,5,4,11,2,3
"580",2,1,6,4,6,6,4,1,1,4,5,4,4,3,60,6,1,15,1,3
"581",1,6,6,5,5,5,2,1,2,3,4,2,4,3,40,3,1,9,2,3
"582",1,2,4,5,2,NA,3,2,1,4,2,3,1,4,69,4,3,1,1,4
"583",1,4,1,4,1,6,2,1,3,4,2,3,1,2,38,4,4,5,2,4
"584",1,1,2,4,4,5,3,4,2,5,4,3,3,2,38,4,1,5,1,3
"585",1,3,3,3,3,5,2,2,3,6,2,6,2,3,51,3,4,4,1,2
"586",1,5,6,4,4,6,4,2,1,4,2,3,2,1,67,3,3,4,2,3
"587",1,4,3,5,4,2,5,2,4,4,3,4,1,4,27,4,1,2,2,2
"588",1,5,1,3,4,2,2,1,2,5,2,5,5,3,22,3,2,9,2,2
"589",1,5,6,6,6,6,2,4,5,3,2,4,3,3,39,4,1,9,1,4
"590",1,3,1,6,1,6,1,2,1,6,2,3,1,1,49,4,1,12,2,3
"591",1,3,5,3,2,4,3,3,2,3,1,3,2,NA,63,3,4,NA,2,3
"592",1,6,1,6,6,4,6,1,1,6,1,4,4,1,51,3,1,11,1,2
"593",1,6,5,4,2,4,2,2,2,3,2,5,3,2,91,4,3,5,1,1
"594",1,5,6,6,6,2,4,2,6,5,3,5,2,5,55,4,3,5,1,4
"595",1,2,1,6,1,1,1,5,5,6,6,2,1,4,51,2,4,1,2,3
"596",1,3,2,2,5,6,2,2,1,5,5,4,2,2,35,4,1,10,1,2
"597",2,1,2,4,2,3,3,2,2,4,4,2,2,2,56,6,1,NA,1,3
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,39,4,4,1,2,4
"599",1,1,5,6,1,5,1,5,1,5,1,3,1,NA,51,4,1,NA,1,1
"600",1,4,5,5,1,6,1,1,1,3,5,3,1,3,72,5,2,8,2,4
"601",1,6,1,5,1,6,2,5,1,5,1,3,1,2,22,3,4,6,2,1
"602",1,1,4,3,4,5,3,3,4,4,2,4,3,3,51,4,1,12,2,2
"603",1,4,4,4,3,4,4,2,1,1,2,4,1,3,70,6,2,5,2,1
"604",1,4,2,6,5,NA,NA,NA,NA,6,6,3,2,3,45,4,1,10,1,4
"605",1,1,6,4,5,4,3,1,2,4,1,2,6,3,45,5,1,15,2,2
"606",2,1,6,1,6,6,5,1,6,1,4,6,1,3,61,4,3,12,1,4
"607",1,2,6,4,6,4,5,3,4,3,3,3,4,2,31,6,4,11,1,4
"608",1,6,1,1,6,1,6,1,6,1,1,6,1,2,46,3,2,1,2,4
"609",1,3,4,2,4,4,2,1,3,4,2,4,2,2,38,5,1,4,1,1
"610",1,4,4,4,1,3,4,1,2,1,5,5,1,2,77,6,3,5,1,4
"611",1,3,5,5,3,6,5,3,5,4,4,3,1,3,30,3,4,1,1,3
"612",1,1,3,6,4,5,4,3,4,4,5,5,5,3,55,3,1,10,1,1
"613",1,5,1,5,1,6,6,1,1,1,5,6,1,3,72,4,1,1,2,2
"614",1,6,1,4,1,1,1,1,1,1,1,2,1,NA,43,3,4,NA,1,2
"615",1,1,1,2,1,6,5,2,1,2,5,6,1,1,53,3,1,NA,1,2
"616",2,1,6,5,6,4,2,3,1,4,5,2,6,2,26,6,1,NA,2,1
"617",2,1,2,5,6,6,5,6,3,6,5,4,5,1,23,4,1,5,2,2
"618",2,1,6,3,4,6,5,3,3,5,1,4,6,5,22,4,1,3,2,1
"619",1,1,4,3,5,6,5,5,1,1,5,5,1,2,56,4,3,NA,1,2
"620",1,6,4,4,5,6,5,1,1,2,2,3,1,3,76,4,3,4,1,3
"621",1,5,1,4,2,6,4,4,1,3,2,5,4,2,46,5,1,3,1,4
"622",1,2,1,4,1,6,1,6,1,4,3,4,1,2,49,4,1,10,1,1
"623",2,1,1,4,1,4,2,1,1,4,5,5,2,2,53,5,1,15,1,4
"624",1,5,4,4,3,4,4,5,1,2,3,4,1,3,75,2,3,4,1,2
"625",1,2,1,6,1,5,2,1,1,2,1,1,1,4,30,4,2,7,2,3
"626",1,6,6,5,6,6,6,6,1,6,1,1,1,1,56,5,3,2,1,4
"627",1,3,2,1,1,6,5,3,4,2,6,4,1,3,67,6,3,5,1,4
"628",1,1,6,4,5,2,2,4,6,5,5,4,1,5,48,5,2,2,1,3
"629",1,6,1,6,6,1,5,1,1,5,1,5,1,2,71,5,4,10,2,3
"630",1,5,1,5,1,6,5,4,6,1,4,4,1,1,86,4,3,4,1,4
"631",1,3,6,3,2,5,1,4,1,4,2,2,6,2,44,5,1,10,2,3
"632",1,5,2,5,2,2,2,1,2,1,2,4,1,3,59,3,2,7,2,4
"633",1,2,1,6,2,5,2,6,4,4,4,4,1,4,49,4,3,7,1,4
"634",2,1,4,4,1,4,1,4,1,6,5,2,1,NA,53,4,1,NA,1,2
"635",1,5,6,5,5,6,6,6,5,1,1,6,2,4,39,3,4,2,1,4
"636",1,3,1,5,1,1,3,2,3,3,2,4,1,3,85,6,3,7,1,2
"637",1,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,83,2,3,NA,2,4
"638",1,1,6,3,6,4,4,1,6,3,4,6,6,4,34,4,1,4,1,3
"639",1,5,5,4,1,6,4,4,1,5,4,4,4,NA,53,4,1,NA,1,4
